Distrito,Concelho,Freguesia,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,,,,,,,,,
Viana do Castelo,Ponte de Lima,Correlhã,PPD/PSD,"43,97%",685,PS,"29,65%",462,CDS-PP,"11,10%",173,CH,"4,49%",70,IL,"2,63%",41,B.E.,"1,67%",26,PCP-PEV,"1,60%",25,PAN,"1,22%",19,L,"0,64%",10,R.I.R.,"0,45%",7,VP,"0,26%",4,MPT,"0,19%",3,A,"0,13%",2,E,"0,06%",1,MAS,"0,06%",1,EMBRANCO,"1,03%",16,NULOS,"0,83%",13,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Estorãos,PPD/PSD,"39,06%",91,PS,"31,33%",73,CDS-PP,"9,01%",21,IL,"5,15%",12,PCP-PEV,"4,72%",11,CH,"4,29%",10,B.E.,"2,58%",6,PAN,"0,86%",2,L,"0,43%",1,MAS,"0,43%",1,A,"0,00%",0,E,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,86%",2,NULOS,"1,29%",3,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Facha,PS,"38,18%",323,PPD/PSD,"37,83%",320,CDS-PP,"6,38%",54,CH,"4,85%",41,PCP-PEV,"3,78%",32,B.E.,"2,60%",22,IL,"2,13%",18,L,"0,59%",5,R.I.R.,"0,59%",5,PAN,"0,35%",3,MAS,"0,24%",2,MPT,"0,24%",2,A,"0,00%",0,E,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,71%",6,NULOS,"1,54%",13,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Feitosa,PS,"37,59%",362,PPD/PSD,"35,20%",339,CDS-PP,"6,85%",66,CH,"5,71%",55,IL,"4,98%",48,B.E.,"2,70%",26,PCP-PEV,"2,08%",20,PAN,"0,83%",8,L,"0,52%",5,R.I.R.,"0,52%",5,VP,"0,31%",3,E,"0,21%",2,MPT,"0,21%",2,A,"0,10%",1,MAS,"0,00%",0,EMBRANCO,"1,25%",12,NULOS,"0,93%",9,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Fontão,PPD/PSD,"37,29%",248,PS,"34,29%",228,CDS-PP,"11,28%",75,CH,"6,32%",42,IL,"3,76%",25,B.E.,"3,16%",21,PCP-PEV,"0,90%",6,PAN,"0,60%",4,R.I.R.,"0,30%",2,A,"0,15%",1,L,"0,15%",1,VP,"0,15%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,75%",5,NULOS,"0,90%",6,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Fornelos e Queijada,PPD/PSD,"46,61%",461,PS,"29,02%",287,CDS-PP,"10,72%",106,CH,"4,25%",42,B.E.,"2,02%",20,IL,"1,92%",19,PCP-PEV,"1,11%",11,L,"0,51%",5,R.I.R.,"0,51%",5,PAN,"0,30%",3,MPT,"0,20%",2,A,"0,10%",1,E,"0,10%",1,MAS,"0,10%",1,VP,"0,00%",0,EMBRANCO,"1,52%",15,NULOS,"1,01%",10,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Friastelas,PPD/PSD,"38,28%",116,PS,"30,36%",92,CH,"11,88%",36,CDS-PP,"11,55%",35,B.E.,"2,31%",7,IL,"1,65%",5,L,"0,66%",2,PCP-PEV,"0,66%",2,E,"0,33%",1,PAN,"0,33%",1,VP,"0,33%",1,A,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,66%",2,NULOS,"0,99%",3,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Gandra,PPD/PSD,"40,58%",252,PS,"33,66%",209,CDS-PP,"9,82%",61,CH,"6,12%",38,B.E.,"2,42%",15,IL,"1,45%",9,PCP-PEV,"1,29%",8,L,"0,81%",5,PAN,"0,64%",4,VP,"0,64%",4,MAS,"0,16%",1,R.I.R.,"0,16%",1,A,"0,00%",0,E,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,61%",10,NULOS,"0,64%",4,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Gemieira,PS,"38,76%",119,PPD/PSD,"31,92%",98,CDS-PP,"12,70%",39,CH,"6,84%",21,IL,"2,61%",8,B.E.,"2,28%",7,PCP-PEV,"1,63%",5,PAN,"1,30%",4,L,"0,65%",2,A,"0,33%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,33%",1,NULOS,"0,65%",2,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Gondufe,CDS-PP,"40,54%",105,PPD/PSD,"25,48%",66,PS,"23,55%",61,CH,"4,63%",12,IL,"1,16%",3,PCP-PEV,"0,77%",2,MAS,"0,39%",1,PAN,"0,39%",1,A,"0,00%",0,B.E.,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,39%",1,NULOS,"2,70%",7,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Labruja,PPD/PSD,"42,13%",99,PS,"29,36%",69,CDS-PP,"11,49%",27,CH,"6,81%",16,IL,"1,70%",4,B.E.,"1,28%",3,PCP-PEV,"1,28%",3,R.I.R.,"1,28%",3,L,"0,43%",1,PAN,"0,43%",1,VP,"0,43%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"2,13%",5,NULOS,"1,28%",3,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,"Labrujó, Rendufe e Vilar do Monte",PPD/PSD,"35,86%",71,PS,"35,86%",71,CDS-PP,"12,63%",25,CH,"5,05%",10,IL,"2,02%",4,PCP-PEV,"1,01%",2,VP,"1,01%",2,B.E.,"0,51%",1,L,"0,51%",1,MPT,"0,51%",1,PAN,"0,51%",1,R.I.R.,"0,51%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,EMBRANCO,"1,52%",3,NULOS,"2,53%",5,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Navió e Vitorino dos Piães,PPD/PSD,"41,98%",403,PS,"28,02%",269,CH,"8,44%",81,CDS-PP,"7,92%",76,IL,"4,38%",42,B.E.,"2,81%",27,PCP-PEV,"2,29%",22,MAS,"0,31%",3,MPT,"0,31%",3,PAN,"0,31%",3,R.I.R.,"0,31%",3,E,"0,21%",2,L,"0,10%",1,A,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,73%",7,NULOS,"1,88%",18,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Poiares,PPD/PSD,"49,60%",245,PS,"26,32%",130,CDS-PP,"7,29%",36,CH,"7,29%",36,IL,"3,04%",15,B.E.,"2,43%",12,PAN,"1,01%",5,R.I.R.,"0,61%",3,A,"0,20%",1,MAS,"0,20%",1,PCP-PEV,"0,20%",1,VP,"0,20%",1,E,"0,00%",0,L,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,40%",2,NULOS,"1,21%",6,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Rebordões (Santa Maria),PPD/PSD,"31,40%",189,PS,"30,73%",185,CDS-PP,"15,78%",95,CH,"9,30%",56,B.E.,"3,32%",20,PCP-PEV,"2,33%",14,IL,"2,16%",13,PAN,"0,66%",4,E,"0,33%",2,L,"0,33%",2,MAS,"0,17%",1,MPT,"0,17%",1,R.I.R.,"0,17%",1,VP,"0,17%",1,A,"0,00%",0,EMBRANCO,"1,66%",10,NULOS,"1,33%",8,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Rebordões (Souto),PPD/PSD,"50,00%",306,PS,"23,86%",146,CDS-PP,"12,09%",74,CH,"4,41%",27,B.E.,"2,61%",16,IL,"2,29%",14,PCP-PEV,"1,47%",9,PAN,"0,82%",5,L,"0,49%",3,R.I.R.,"0,33%",2,VP,"0,16%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,14%",7,NULOS,"0,33%",2,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Refóios do Lima,PPD/PSD,"42,98%",447,PS,"31,73%",330,CDS-PP,"8,65%",90,CH,"4,71%",49,IL,"3,27%",34,B.E.,"2,40%",25,PCP-PEV,"1,35%",14,PAN,"0,87%",9,L,"0,38%",4,R.I.R.,"0,38%",4,E,"0,19%",2,MPT,"0,19%",2,A,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,83%",19,NULOS,"1,06%",11,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Ribeira,PS,"47,08%",533,PPD/PSD,"25,71%",291,CDS-PP,"6,36%",72,CH,"6,01%",68,B.E.,"3,45%",39,PCP-PEV,"3,36%",38,IL,"2,30%",26,PAN,"1,33%",15,L,"0,53%",6,R.I.R.,"0,44%",5,MPT,"0,27%",3,A,"0,09%",1,E,"0,09%",1,MAS,"0,09%",1,VP,"0,09%",1,EMBRANCO,"1,86%",21,NULOS,"0,97%",11,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Sá,PPD/PSD,"35,68%",81,PS,"34,36%",78,CDS-PP,"14,54%",33,B.E.,"3,96%",9,CH,"3,96%",9,PCP-PEV,"2,20%",5,IL,"1,76%",4,R.I.R.,"1,76%",4,L,"0,44%",1,PAN,"0,44%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,88%",2,NULOS,"0,00%",0,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Santa Comba,PS,"39,95%",151,PPD/PSD,"28,04%",106,CDS-PP,"8,99%",34,CH,"5,56%",21,B.E.,"4,76%",18,IL,"3,97%",15,PCP-PEV,"2,38%",9,L,"0,79%",3,PAN,"0,79%",3,R.I.R.,"0,79%",3,MPT,"0,26%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,85%",7,NULOS,"1,85%",7,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Santa Cruz do Lima,PPD/PSD,"41,04%",110,PS,"38,06%",102,CDS-PP,"9,33%",25,IL,"3,36%",9,B.E.,"2,24%",6,CH,"1,87%",5,PCP-PEV,"1,87%",5,PAN,"0,75%",2,L,"0,37%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,37%",1,NULOS,"0,75%",2,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,São Pedro d'Arcos,PS,"40,86%",143,PPD/PSD,"33,14%",116,CDS-PP,"11,14%",39,CH,"5,14%",18,B.E.,"3,43%",12,IL,"2,00%",7,PAN,"1,14%",4,L,"0,57%",2,PCP-PEV,"0,29%",1,R.I.R.,"0,29%",1,VP,"0,29%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,86%",3,NULOS,"0,86%",3,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Seara,PPD/PSD,"37,02%",164,PS,"31,38%",139,CDS-PP,"9,26%",41,CH,"6,55%",29,IL,"5,64%",25,PCP-PEV,"2,48%",11,B.E.,"1,81%",8,PAN,"1,35%",6,L,"0,45%",2,MPT,"0,45%",2,A,"0,23%",1,R.I.R.,"0,23%",1,E,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,26%",10,NULOS,"0,90%",4,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Serdedelo,PPD/PSD,"37,77%",88,PS,"35,19%",82,CDS-PP,"13,73%",32,CH,"4,29%",10,IL,"2,15%",5,B.E.,"1,29%",3,PCP-PEV,"0,86%",2,MAS,"0,43%",1,MPT,"0,43%",1,PAN,"0,43%",1,R.I.R.,"0,43%",1,VP,"0,43%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,EMBRANCO,"0,86%",2,NULOS,"1,72%",4,,,,,,,,,,,,,,,
Viana do Castelo,Ponte de Lima,Vitorino das Donas,PPD/PSD,"38,38%",246,PS,"32,76%",210,CDS-PP,"8,11%",52,CH,"7,96%",51,IL,"3,90%",25,B.E.,"3,74%",24,PCP-PEV,"1,56%",10,PAN,"0,47%",3,R.I.R.,"0,47%",3,E,"0,31%",2,L,"0,31%",2,MPT,"0,31%",2,A,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,09%",7,NULOS,"0,62%",4,,,,,,,,,,,,,,,
Viana do Castelo,Valença,Boivão,PPD/PSD,"50,85%",60,PS,"25,42%",30,CH,"14,41%",17,IL,"3,39%",4,CDS-PP,"2,54%",3,B.E.,"0,85%",1,PAN,"0,85%",1,R.I.R.,"0,85%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PCP-PEV,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,85%",1,,,,,,,,,,,,,,,
Viana do Castelo,Valença,Cerdal,PS,"47,22%",340,PPD/PSD,"31,11%",224,CH,"10,56%",76,B.E.,"2,08%",15,CDS-PP,"1,53%",11,IL,"1,53%",11,PCP-PEV,"1,39%",10,PAN,"1,11%",8,VP,"0,42%",3,L,"0,28%",2,R.I.R.,"0,28%",2,A,"0,14%",1,MPT,"0,14%",1,E,"0,00%",0,MAS,"0,00%",0,EMBRANCO,"1,11%",8,NULOS,"1,11%",8,,,,,,,,,,,,,,,
Viana do Castelo,Valença,Fontoura,PPD/PSD,"45,91%",157,PS,"31,58%",108,CH,"11,40%",39,IL,"2,05%",7,PCP-PEV,"2,05%",7,CDS-PP,"1,75%",6,R.I.R.,"1,46%",5,B.E.,"1,17%",4,PAN,"0,58%",2,MAS,"0,29%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,88%",3,NULOS,"0,88%",3,,,,,,,,,,,,,,,
Viana do Castelo,Valença,Friestas,PS,"49,84%",160,PPD/PSD,"27,10%",87,CH,"7,48%",24,IL,"4,05%",13,PAN,"2,80%",9,PCP-PEV,"2,80%",9,B.E.,"2,18%",7,CDS-PP,"1,25%",4,MAS,"0,62%",2,A,"0,31%",1,L,"0,31%",1,E,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,93%",3,NULOS,"0,31%",1,,,,,,,,,,,,,,,
Viana do Castelo,Valença,Gandra e Taião,PS,"48,59%",328,PPD/PSD,"30,37%",205,CH,"8,59%",58,B.E.,"2,81%",19,IL,"1,93%",13,CDS-PP,"1,48%",10,PCP-PEV,"1,48%",10,PAN,"0,89%",6,L,"0,44%",3,R.I.R.,"0,44%",3,MAS,"0,30%",2,A,"0,15%",1,E,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,59%",4,NULOS,"1,93%",13,,,,,,,,,,,,,,,
Viana do Castelo,Valença,Ganfei,PS,"51,09%",329,PPD/PSD,"30,12%",194,CH,"8,23%",53,B.E.,"2,33%",15,CDS-PP,"1,86%",12,IL,"1,55%",10,L,"1,40%",9,PCP-PEV,"0,78%",5,PAN,"0,47%",3,R.I.R.,"0,47%",3,MAS,"0,16%",1,MPT,"0,16%",1,VP,"0,16%",1,A,"0,00%",0,E,"0,00%",0,EMBRANCO,"0,47%",3,NULOS,"0,78%",5,,,,,,,,,,,,,,,
Viana do Castelo,Valença,Gondomil e Sanfins,PPD/PSD,"54,33%",113,PS,"28,37%",59,CH,"3,85%",8,CDS-PP,"3,37%",7,B.E.,"1,92%",4,IL,"1,92%",4,PCP-PEV,"1,44%",3,R.I.R.,"1,44%",3,E,"0,48%",1,MAS,"0,48%",1,A,"0,00%",0,L,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,44%",3,NULOS,"0,96%",2,,,,,,,,,,,,,,,
Viana do Castelo,Valença,São Julião e Silva,PS,"43,17%",136,PPD/PSD,"38,10%",120,CH,"8,25%",26,IL,"3,17%",10,CDS-PP,"1,27%",4,PCP-PEV,"0,95%",3,R.I.R.,"0,95%",3,B.E.,"0,63%",2,PAN,"0,63%",2,E,"0,32%",1,VP,"0,32%",1,A,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,59%",5,NULOS,"0,63%",2,,,,,,,,,,,,,,,
Viana do Castelo,Valença,São Pedro da Torre,PS,"39,82%",260,PPD/PSD,"39,51%",258,CH,"7,81%",51,B.E.,"2,76%",18,IL,"2,76%",18,CDS-PP,"2,30%",15,PCP-PEV,"0,92%",6,PAN,"0,61%",4,A,"0,46%",3,L,"0,31%",2,R.I.R.,"0,15%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,77%",5,NULOS,"1,84%",12,,,,,,,,,,,,,,,
Viana do Castelo,Valença,"Valença, Cristelo Covo e Arão",PS,"45,15%",954,PPD/PSD,"31,00%",655,CH,"8,99%",190,B.E.,"2,98%",63,IL,"2,93%",62,CDS-PP,"2,56%",54,PCP-PEV,"1,56%",33,PAN,"1,23%",26,L,"0,71%",15,R.I.R.,"0,33%",7,MAS,"0,19%",4,MPT,"0,19%",4,E,"0,14%",3,A,"0,05%",1,VP,"0,05%",1,EMBRANCO,"0,80%",17,NULOS,"1,14%",24,,,,,,,,,,,,,,,
Viana do Castelo,Valença,Verdoejo,PS,"50,29%",172,PPD/PSD,"28,36%",97,CH,"6,73%",23,PCP-PEV,"4,39%",15,B.E.,"4,09%",14,CDS-PP,"1,17%",4,IL,"1,17%",4,R.I.R.,"0,88%",3,PAN,"0,58%",2,L,"0,29%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,46%",5,NULOS,"0,58%",2,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Afife,PS,"40,29%",361,PPD/PSD,"31,36%",281,PCP-PEV,"8,59%",77,CH,"6,03%",54,B.E.,"5,02%",45,IL,"2,79%",25,CDS-PP,"1,45%",13,PAN,"1,12%",10,L,"0,67%",6,R.I.R.,"0,56%",5,E,"0,33%",3,MAS,"0,11%",1,MPT,"0,11%",1,VP,"0,11%",1,A,"0,00%",0,EMBRANCO,"1,23%",11,NULOS,"0,22%",2,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Alvarães,PS,"42,61%",551,PPD/PSD,"35,89%",464,CH,"7,12%",92,B.E.,"2,47%",32,CDS-PP,"2,24%",29,PCP-PEV,"2,17%",28,IL,"1,93%",25,PAN,"1,62%",21,L,"0,70%",9,R.I.R.,"0,46%",6,E,"0,39%",5,MPT,"0,39%",5,A,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,31%",17,NULOS,"0,70%",9,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Amonde,PS,"49,11%",83,PPD/PSD,"21,30%",36,CH,"11,24%",19,B.E.,"6,51%",11,PCP-PEV,"2,96%",5,CDS-PP,"2,37%",4,A,"1,18%",2,PAN,"1,18%",2,IL,"0,59%",1,L,"0,59%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,59%",1,NULOS,"2,37%",4,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Anha,PS,"45,74%",623,PPD/PSD,"33,04%",450,CH,"6,02%",82,B.E.,"3,82%",52,IL,"2,50%",34,PCP-PEV,"2,06%",28,CDS-PP,"0,95%",13,PAN,"0,73%",10,L,"0,59%",8,MAS,"0,37%",5,R.I.R.,"0,37%",5,MPT,"0,29%",4,A,"0,22%",3,E,"0,22%",3,VP,"0,07%",1,EMBRANCO,"1,47%",20,NULOS,"1,54%",21,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Areosa,PS,"45,20%","1,12",PPD/PSD,"27,00%",669,PCP-PEV,"6,90%",171,B.E.,"5,85%",145,CH,"5,17%",128,IL,"3,07%",76,PAN,"1,33%",33,L,"1,17%",29,CDS-PP,"1,05%",26,R.I.R.,"0,36%",9,A,"0,32%",8,E,"0,16%",4,MPT,"0,12%",3,VP,"0,12%",3,MAS,"0,08%",2,EMBRANCO,"1,53%",38,NULOS,"0,56%",14,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Barroselas e Carvoeiro,PS,"41,98%","1,138",PPD/PSD,"36,22%",982,CH,"4,91%",133,B.E.,"3,95%",107,IL,"3,25%",88,PCP-PEV,"2,29%",62,CDS-PP,"1,99%",54,L,"0,92%",25,PAN,"0,89%",24,R.I.R.,"0,41%",11,MPT,"0,22%",6,MAS,"0,18%",5,A,"0,11%",3,VP,"0,11%",3,E,"0,07%",2,EMBRANCO,"1,55%",42,NULOS,"0,96%",26,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Cardielos e Serreleis,PS,"41,44%",574,PPD/PSD,"35,67%",494,CH,"4,69%",65,IL,"3,68%",51,PCP-PEV,"3,47%",48,B.E.,"2,89%",40,CDS-PP,"2,67%",37,A,"1,01%",14,L,"0,65%",9,PAN,"0,51%",7,R.I.R.,"0,22%",3,E,"0,14%",2,MAS,"0,14%",2,MPT,"0,07%",1,VP,"0,07%",1,EMBRANCO,"1,37%",19,NULOS,"1,30%",18,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Carreço,PS,"38,98%",407,PPD/PSD,"32,76%",342,B.E.,"7,38%",77,CH,"6,42%",67,PCP-PEV,"5,36%",56,IL,"3,07%",32,CDS-PP,"1,53%",16,L,"1,34%",14,PAN,"1,05%",11,R.I.R.,"0,29%",3,A,"0,10%",1,VP,"0,10%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,05%",11,NULOS,"0,57%",6,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Castelo do Neiva,PS,"38,02%",500,PPD/PSD,"35,51%",467,CH,"7,83%",103,B.E.,"4,87%",64,IL,"3,65%",48,CDS-PP,"2,51%",33,PCP-PEV,"1,98%",26,PAN,"1,67%",22,L,"0,68%",9,R.I.R.,"0,61%",8,MPT,"0,30%",4,MAS,"0,23%",3,E,"0,15%",2,VP,"0,08%",1,A,"0,00%",0,EMBRANCO,"1,37%",18,NULOS,"0,53%",7,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Chafé,PS,"40,67%",628,PPD/PSD,"29,15%",450,CH,"9,33%",144,B.E.,"4,86%",75,IL,"4,34%",67,PCP-PEV,"3,56%",55,PAN,"2,07%",32,CDS-PP,"1,62%",25,R.I.R.,"0,65%",10,L,"0,58%",9,A,"0,06%",1,E,"0,06%",1,MAS,"0,06%",1,MPT,"0,06%",1,VP,"0,06%",1,EMBRANCO,"1,75%",27,NULOS,"1,10%",17,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Darque,PS,"43,41%","1,578",PPD/PSD,"25,14%",914,PCP-PEV,"9,44%",343,CH,"7,68%",279,B.E.,"4,40%",160,IL,"2,70%",98,CDS-PP,"1,57%",57,PAN,"1,35%",49,L,"0,91%",33,R.I.R.,"0,39%",14,A,"0,25%",9,MPT,"0,19%",7,E,"0,11%",4,MAS,"0,11%",4,VP,"0,06%",2,EMBRANCO,"1,32%",48,NULOS,"0,99%",36,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Freixieiro de Soutelo,PS,"36,03%",98,PPD/PSD,"28,31%",77,CH,"14,71%",40,B.E.,"7,35%",20,IL,"4,04%",11,CDS-PP,"2,21%",6,R.I.R.,"2,21%",6,PCP-PEV,"1,47%",4,L,"0,74%",2,E,"0,37%",1,MAS,"0,37%",1,VP,"0,37%",1,A,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,EMBRANCO,"1,84%",5,NULOS,"0,00%",0,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Geraz do Lima e Deão,PS,"41,21%",755,PPD/PSD,"37,45%",686,CH,"7,81%",143,IL,"3,66%",67,CDS-PP,"3,11%",57,B.E.,"1,53%",28,PCP-PEV,"0,76%",14,PAN,"0,66%",12,R.I.R.,"0,49%",9,L,"0,38%",7,A,"0,22%",4,MAS,"0,22%",4,VP,"0,22%",4,MPT,"0,05%",1,E,"0,00%",0,EMBRANCO,"1,31%",24,NULOS,"0,93%",17,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Lanheses,PS,"40,48%",370,PPD/PSD,"39,28%",359,CH,"5,91%",54,B.E.,"3,06%",28,CDS-PP,"2,63%",24,IL,"2,41%",22,PCP-PEV,"1,09%",10,R.I.R.,"1,09%",10,PAN,"0,88%",8,E,"0,22%",2,L,"0,22%",2,A,"0,11%",1,MAS,"0,11%",1,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,31%",12,NULOS,"1,20%",11,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Mazarefes e Vila Fria,PS,"48,21%",726,PPD/PSD,"28,09%",423,CH,"6,18%",93,B.E.,"4,78%",72,PCP-PEV,"3,72%",56,CDS-PP,"2,19%",33,IL,"1,93%",29,PAN,"1,20%",18,R.I.R.,"0,73%",11,L,"0,46%",7,MPT,"0,27%",4,MAS,"0,20%",3,A,"0,13%",2,E,"0,07%",1,VP,"0,07%",1,EMBRANCO,"1,00%",15,NULOS,"0,80%",12,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Montaria,PS,"48,99%",145,PPD/PSD,"29,73%",88,CH,"9,12%",27,B.E.,"3,38%",10,IL,"1,69%",5,PCP-PEV,"1,69%",5,CDS-PP,"1,35%",4,R.I.R.,"1,01%",3,L,"0,68%",2,MAS,"0,34%",1,A,"0,00%",0,E,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,35%",4,NULOS,"0,68%",2,,,,,,,,,,,,,,,
Viana do Castelo,Viana do Castelo,Mujães,PS,"42,13%",340,PPD/PSD,"34,32%",277,CH,"6,82%",55,CDS-PP,"4,58%",37,B.E.,"3,47%",28,IL,"3,47%",28,PCP-PEV,"1,73%",14,PAN,"0,50%",4,R.I.R.,"0,37%",3,A,"0,25%",2,E,"0,12%",1,MPT,"0,12%",1,VP,"0,12%",1,L,"0,00%",0,MAS,"0,00%",0,EMBRANCO,"1,36%",11,NULOS,"0,62%",5,,,,,,,,,,,,,,,
