Freguesia DW,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,,,,,,,,,
União de freguesias de Freitas e Vila Cova,PS,"53,76%",236,PPD/PSD,"27,79%",122,CH,"3,64%",16,PCP-PEV,"3,42%",15,B.E.,"2,96%",13,CDS-PP,"2,28%",10,IL,"1,37%",6,R.I.R.,"0,91%",4,PAN,"0,68%",3,L,"0,46%",2,PTP,"0,46%",2,A,"0,23%",1,E,"0,23%",1,JPP,"0,23%",1,MAS,"0,23%",1,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,46%",2,NULOS,"0,91%",4,,,,,,,,,
Dem,PS,"53,77%",107,PPD/PSD,"32,66%",65,CH,"5,53%",11,A,"1,51%",3,B.E.,"1,51%",3,IL,"1,51%",3,PCP-PEV,"1,01%",2,CDS-PP,"0,50%",1,L,"0,50%",1,MAS,"0,50%",1,PAN,"0,50%",1,E,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,50%",1,,,,,,,,,,,,,,,
Fornos – Castelo de Paiva,PS,"53,78%",377,PPD/PSD,"34,38%",241,IL,"2,43%",17,CH,"1,57%",11,PCP-PEV,"1,43%",10,R.I.R.,"1,14%",8,B.E.,"0,86%",6,CDS-PP,"0,86%",6,PAN,"0,86%",6,L,"0,57%",4,PCTP/MRPP,"0,29%",2,VP,"0,29%",2,ADN,"0,14%",1,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,86%",6,NULOS,"0,57%",4,,,,,,,,,
Prainha,PS,"53,78%",121,PPD/PSD.CDS-PP.PPM,"31,11%",70,CH,"4,44%",10,B.E.,"1,78%",4,MAS,"0,89%",2,R.I.R.,"0,89%",2,IL,"0,44%",1,PAN,"0,44%",1,PCP-PEV,"0,44%",1,ADN,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MPT,"0,00%",0,PCTP/MRPP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"5,33%",12,NULOS,"0,44%",1,,,,,,,,,,,,,,,
Vale de Estrela,PS,"53,78%",128,PPD/PSD,"23,95%",57,CH,"5,88%",14,B.E.,"5,46%",13,CDS-PP,"2,94%",7,IL,"2,94%",7,L,"1,26%",3,PAN,"0,84%",2,PCP-PEV,"0,84%",2,VP,"0,84%",2,PTP,"0,42%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,42%",1,NULOS,"0,42%",1,,,,,,,,,,,,,,,
Cabeça Santa,PS,"53,79%",710,PPD/PSD,"27,95%",369,R.I.R.,"3,86%",51,B.E.,"3,48%",46,CH,"2,88%",38,IL,"1,89%",25,CDS-PP,"1,14%",15,PCP-PEV,"0,83%",11,PAN,"0,76%",10,L,"0,30%",4,ADN,"0,15%",2,E,"0,15%",2,NC,"0,15%",2,PTP,"0,08%",1,VP,"0,08%",1,A,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,,,,,,,,,
Panque,PPD/PSD,"53,80%",198,PS,"27,72%",102,CH,"7,88%",29,CDS-PP,"4,89%",18,IL,"1,90%",7,PCP-PEV,"1,36%",5,B.E.,"0,54%",2,PAN,"0,54%",2,E,"0,27%",1,A,"0,00%",0,JPP,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,54%",2,NULOS,"0,54%",2,,,,,,,,,
Sortelha,PS,"53,80%",92,PPD/PSD,"23,98%",41,CH,"6,43%",11,B.E.,"4,09%",7,CDS-PP,"2,34%",4,IL,"1,75%",3,PCP-PEV,"1,75%",3,R.I.R.,"1,17%",2,E,"0,58%",1,L,"0,58%",1,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,17%",2,NULOS,"2,34%",4,,,,,,,,,,,,,,,
Escalhão,PS,"53,82%",183,PPD/PSD,"31,18%",106,CH,"5,59%",19,B.E.,"2,35%",8,CDS-PP,"1,18%",4,R.I.R.,"0,88%",3,PAN,"0,59%",2,PCP-PEV,"0,59%",2,E,"0,29%",1,IL,"0,29%",1,L,"0,29%",1,PTP,"0,29%",1,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,59%",2,NULOS,"2,06%",7,,,,,,,,,,,,,,,
Balugães,PPD/PSD,"53,85%",287,PS,"27,77%",148,IL,"5,25%",28,CH,"4,13%",22,B.E.,"3,19%",17,CDS-PP,"1,88%",10,PAN,"0,94%",5,PCP-PEV,"0,38%",2,E,"0,19%",1,JPP,"0,19%",1,MAS,"0,19%",1,R.I.R.,"0,19%",1,VP,"0,19%",1,A,"0,00%",0,L,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"1,31%",7,NULOS,"0,38%",2,,,,,,,,,
Forninhos,PPD/PSD,"53,85%",63,PS,"31,62%",37,CH,"5,13%",6,CDS-PP,"4,27%",5,B.E.,"3,42%",4,PAN,"0,85%",1,E,"0,00%",0,IL,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PCP-PEV,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,85%",1,,,,,,,,,,,,,,,
"União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros",PS,"53,85%",231,PCP-PEV,"22,84%",98,PPD/PSD,"11,42%",49,CH,"3,26%",14,B.E.,"1,63%",7,L,"0,93%",4,IL,"0,70%",3,PCTP/MRPP,"0,70%",3,CDS-PP,"0,23%",1,MPT,"0,23%",1,PAN,"0,23%",1,R.I.R.,"0,23%",1,E,"0,00%",0,MAS,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,80%",12,NULOS,"0,93%",4,,,,,,,,,,,,
Moita – Marinha Grande,PS,"53,86%",398,PPD/PSD,"11,91%",88,PCP-PEV,"11,37%",84,CH,"6,90%",51,B.E.,"5,14%",38,IL,"3,25%",24,PAN,"1,35%",10,L,"1,22%",9,ADN,"0,95%",7,CDS-PP,"0,54%",4,R.I.R.,"0,41%",3,NC,"0,27%",2,PTP,"0,27%",2,E,"0,14%",1,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,95%",7,NULOS,"1,49%",11,,,,,,,,,
Cambeses – Barcelos,PS,"53,87%",425,PPD/PSD,"28,26%",223,CH,"4,44%",35,IL,"3,93%",31,PCP-PEV,"3,04%",24,B.E.,"2,03%",16,L,"0,63%",5,CDS-PP,"0,51%",4,PTP,"0,51%",4,E,"0,38%",3,JPP,"0,38%",3,PAN,"0,38%",3,R.I.R.,"0,25%",2,A,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,01%",8,NULOS,"0,38%",3,,,,,,,,,
Louredo – Amarante,PS,"53,87%",209,PPD/PSD,"23,20%",90,CH,"5,93%",23,IL,"5,67%",22,B.E.,"5,15%",20,PAN,"1,29%",5,CDS-PP,"1,03%",4,L,"0,77%",3,PCP-PEV,"0,77%",3,R.I.R.,"0,77%",3,A,"0,26%",1,ADN,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,,,,,,,,,
União das freguesias de Campo e Campinho,PS,"53,87%",313,PPD/PSD,"15,32%",89,CH,"12,74%",74,PCP-PEV,"11,88%",69,B.E.,"1,72%",10,PAN,"1,20%",7,R.I.R.,"0,69%",4,IL,"0,52%",3,MAS,"0,34%",2,MPT,"0,34%",2,CDS-PP,"0,17%",1,L,"0,17%",1,E,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,34%",2,NULOS,"0,69%",4,,,,,,,,,,,,,,,
Figueira dos Cavaleiros,PS,"53,88%",347,PCP-PEV,"19,88%",128,PPD/PSD,"9,94%",64,CH,"8,70%",56,B.E.,"2,02%",13,CDS-PP,"0,93%",6,IL,"0,78%",5,L,"0,78%",5,PCTP/MRPP,"0,62%",4,PAN,"0,47%",3,R.I.R.,"0,47%",3,VP,"0,31%",2,E,"0,16%",1,MAS,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"0,16%",1,NULOS,"0,93%",6,,,,,,,,,,,,
"União das freguesias de Camarate, Unhos e Apelação",PS,"53,88%","7,988",PPD/PSD,"13,56%","2,011",CH,"11,03%","1,636",PCP-PEV,"7,35%","1,089",B.E.,"3,71%",550,IL,"2,99%",444,PAN,"1,49%",221,L,"0,93%",138,CDS-PP,"0,92%",136,PCTP/MRPP,"0,79%",117,R.I.R.,"0,30%",44,ADN,"0,21%",31,MAS,"0,14%",21,MPT,"0,14%",21,NC,"0,13%",19,JPP,"0,12%",18,PTP,"0,11%",17,E,"0,09%",13,VP,"0,07%",11,,,,,,,,,
Santa Maria de Emeres,PPD/PSD,"53,89%",97,PS,"28,89%",52,CH,"9,44%",17,B.E.,"2,22%",4,CDS-PP,"1,67%",3,L,"1,11%",2,MAS,"0,56%",1,PCP-PEV,"0,56%",1,R.I.R.,"0,56%",1,E,"0,00%",0,IL,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,PAN,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,56%",1,NULOS,"0,56%",1,,,,,,,,,,,,,,,
"União das freguesias de Alto do Seixalinho, Santo André e Verderena",PS,"53,89%","11,466",PCP-PEV,"13,84%","2,945",PPD/PSD,"9,41%","2,002",CH,"6,93%","1,475",B.E.,"5,56%","1,182",IL,"3,31%",705,PAN,"1,69%",359,L,"1,34%",285,CDS-PP,"0,79%",169,PCTP/MRPP,"0,65%",138,R.I.R.,"0,23%",49,ADN,"0,19%",41,MAS,"0,11%",24,VP,"0,10%",21,MPT,"0,08%",17,JPP,"0,06%",13,NC,"0,06%",13,E,"0,06%",12,PTP,"0,04%",8,,,,,,,,,
Benfica do Ribatejo,PS,"53,91%",737,PPD/PSD,"13,17%",180,CH,"11,70%",160,PCP-PEV,"10,83%",148,B.E.,"3,88%",53,IL,"1,39%",19,CDS-PP,"1,24%",17,L,"0,66%",9,PAN,"0,66%",9,E,"0,22%",3,R.I.R.,"0,22%",3,MAS,"0,07%",1,VP,"0,07%",1,MPT,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"0,95%",13,NULOS,"1,02%",14,,,,,,,,,,,,,,,
Cabril – Pampilhosa da Serra,PS,"53,91%",62,PPD/PSD,"31,30%",36,B.E.,"3,48%",4,CDS-PP,"3,48%",4,CH,"2,61%",3,L,"0,87%",1,MPT,"0,87%",1,PCP-PEV,"0,87%",1,R.I.R.,"0,87%",1,VP,"0,87%",1,A,"0,00%",0,E,"0,00%",0,IL,"0,00%",0,MAS,"0,00%",0,PAN,"0,00%",0,PCTP/MRPP,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,87%",1,,,,,,,,,,,,
União das freguesias de Rio de Couros e Casal dos Bernardos,PPD/PSD,"53,94%",712,PS,"20,98%",277,CH,"10,53%",139,CDS-PP,"3,64%",48,B.E.,"3,41%",45,IL,"2,42%",32,PAN,"0,91%",12,L,"0,53%",7,MAS,"0,38%",5,PCP-PEV,"0,38%",5,E,"0,23%",3,VP,"0,23%",3,MPT,"0,15%",2,R.I.R.,"0,15%",2,PTP,"0,08%",1,EMBRANCO,"0,53%",7,NULOS,"1,52%",20,,,,,,,,,,,,,,,
"União das freguesias de Verim, Friande e Ajude",PS,"53,95%",198,PPD/PSD,"34,60%",127,CH,"3,27%",12,CDS-PP,"2,18%",8,IL,"1,36%",5,B.E.,"1,09%",4,PCP-PEV,"0,82%",3,JPP,"0,54%",2,MAS,"0,54%",2,MPT,"0,27%",1,PAN,"0,27%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,82%",3,NULOS,"0,27%",1,,,,,,,,,
Aveleda – Lousada,PS,"53,97%",550,PPD/PSD,"29,64%",302,CH,"4,91%",50,IL,"2,26%",23,R.I.R.,"1,86%",19,B.E.,"1,37%",14,PCP-PEV,"1,37%",14,L,"0,98%",10,CDS-PP,"0,88%",9,PAN,"0,49%",5,A,"0,20%",2,E,"0,10%",1,MAS,"0,10%",1,VP,"0,10%",1,ADN,"0,00%",0,JPP,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,PTP,"0,00%",0,,,,,,,,,
União das freguesias de Ruivães e Novais,PS,"53,97%",986,PPD/PSD,"26,33%",481,CH,"4,60%",84,IL,"3,39%",62,B.E.,"3,23%",59,PCP-PEV,"2,35%",43,PAN,"1,31%",24,R.I.R.,"0,77%",14,CDS-PP,"0,71%",13,L,"0,66%",12,JPP,"0,22%",4,E,"0,11%",2,MAS,"0,11%",2,PTP,"0,11%",2,A,"0,05%",1,MPT,"0,05%",1,VP,"0,05%",1,EMBRANCO,"1,20%",22,NULOS,"0,77%",14,,,,,,,,,
Serpins,PS,"53,98%",448,PPD/PSD,"26,14%",217,B.E.,"5,42%",45,CH,"4,58%",38,PCP-PEV,"2,29%",19,CDS-PP,"1,69%",14,IL,"1,69%",14,L,"0,72%",6,PAN,"0,72%",6,R.I.R.,"0,36%",3,A,"0,12%",1,MAS,"0,12%",1,E,"0,00%",0,MPT,"0,00%",0,PCTP/MRPP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,57%",13,NULOS,"0,60%",5,,,,,,,,,,,,
Borba (São Bartolomeu),PS,"53,99%",176,PPD/PSD,"15,64%",51,PCP-PEV,"10,43%",34,CH,"8,28%",27,B.E.,"2,45%",8,CDS-PP,"2,15%",7,IL,"1,84%",6,PAN,"0,92%",3,L,"0,61%",2,VP,"0,61%",2,E,"0,31%",1,R.I.R.,"0,31%",1,MAS,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"0,92%",3,NULOS,"1,53%",5,,,,,,,,,,,,,,,
União das freguesias de Glória do Ribatejo e Granho,PS,"54,04%",903,CH,"11,85%",198,PCP-PEV,"10,41%",174,PPD/PSD,"8,26%",138,B.E.,"7,60%",127,IL,"1,56%",26,PAN,"1,38%",23,L,"0,96%",16,R.I.R.,"0,66%",11,CDS-PP,"0,60%",10,E,"0,12%",2,PTP,"0,06%",1,VP,"0,06%",1,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,14%",19,NULOS,"1,32%",22,,,,,,,,,,,,,,,
União das freguesias de Ponte de Vagos e Santa Catarina,PPD/PSD,"54,04%",755,PS,"17,25%",241,CH,"9,59%",134,CDS-PP,"5,94%",83,IL,"4,22%",59,B.E.,"2,43%",34,PCP-PEV,"0,93%",13,PAN,"0,86%",12,L,"0,43%",6,R.I.R.,"0,43%",6,MAS,"0,21%",3,MPT,"0,21%",3,ADN,"0,14%",2,E,"0,14%",2,JPP,"0,14%",2,PCTP/MRPP,"0,07%",1,VP,"0,00%",0,EMBRANCO,"1,36%",19,NULOS,"1,57%",22,,,,,,,,,
Comporta,PS,"54,05%",320,PCP-PEV,"13,18%",78,PPD/PSD,"10,47%",62,CH,"7,77%",46,B.E.,"4,56%",27,CDS-PP,"2,53%",15,L,"1,18%",7,PCTP/MRPP,"0,84%",5,PAN,"0,68%",4,IL,"0,51%",3,ADN,"0,34%",2,R.I.R.,"0,34%",2,MPT,"0,17%",1,PTP,"0,17%",1,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,NC,"0,00%",0,VP,"0,00%",0,,,,,,,,,
Gândaras,PS,"54,05%",320,PPD/PSD,"20,44%",121,CH,"8,95%",53,B.E.,"3,55%",21,IL,"2,36%",14,PCP-PEV,"1,69%",10,L,"1,18%",7,PAN,"1,18%",7,CDS-PP,"1,01%",6,R.I.R.,"0,34%",2,MPT,"0,17%",1,PCTP/MRPP,"0,17%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,70%",16,NULOS,"2,20%",13,,,,,,,,,,,,
Geraz do Minho,PS,"54,07%",186,PPD/PSD,"30,52%",105,CH,"3,78%",13,B.E.,"3,20%",11,IL,"2,62%",9,PCP-PEV,"2,03%",7,PAN,"1,16%",4,CDS-PP,"0,58%",2,L,"0,29%",1,A,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,87%",3,NULOS,"0,87%",3,,,,,,,,,
Vila Marim – Mesão Frio,PS,"54,08%",252,PPD/PSD,"29,83%",139,CH,"5,58%",26,B.E.,"1,93%",9,CDS-PP,"1,93%",9,PCP-PEV,"1,50%",7,IL,"1,29%",6,PAN,"0,86%",4,R.I.R.,"0,64%",3,L,"0,43%",2,MAS,"0,43%",2,MPT,"0,21%",1,E,"0,00%",0,NC,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,86%",4,NULOS,"0,43%",2,,,,,,,,,,,,,,,
Cercosa,PS,"54,09%",86,PPD/PSD,"30,82%",49,B.E.,"4,40%",7,CH,"3,77%",6,CDS-PP,"1,26%",2,ADN,"0,63%",1,E,"0,63%",1,IL,"0,63%",1,L,"0,63%",1,MPT,"0,63%",1,PCP-PEV,"0,63%",1,MAS,"0,00%",0,NC,"0,00%",0,PAN,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,63%",1,NULOS,"1,26%",2,,,,,,,,,
Recezinhos (São Mamede),PS,"54,11%",408,PPD/PSD,"29,44%",222,CH,"3,18%",24,IL,"3,18%",24,B.E.,"2,25%",17,R.I.R.,"2,12%",16,PCP-PEV,"1,46%",11,CDS-PP,"1,19%",9,PAN,"0,93%",7,L,"0,27%",2,NC,"0,27%",2,VP,"0,27%",2,A,"0,00%",0,ADN,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,,,,,,,,,
Cobro,PPD/PSD,"54,13%",59,PS,"23,85%",26,CH,"7,34%",8,CDS-PP,"4,59%",5,PAN,"3,67%",4,PCP-PEV,"1,83%",2,IL,"0,92%",1,R.I.R.,"0,92%",1,B.E.,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,92%",1,NULOS,"1,83%",2,,,,,,,,,,,,,,,,,,,,,
Fornos de Algodres,PS,"54,13%",433,PPD/PSD,"31,00%",248,CH,"7,38%",59,B.E.,"1,50%",12,PCP-PEV,"1,25%",10,IL,"1,00%",8,CDS-PP,"0,63%",5,R.I.R.,"0,38%",3,L,"0,25%",2,MAS,"0,25%",2,PAN,"0,25%",2,E,"0,13%",1,MPT,"0,13%",1,PTP,"0,13%",1,VP,"0,13%",1,EMBRANCO,"0,63%",5,NULOS,"0,88%",7,,,,,,,,,,,,,,,
Moreiras,PPD/PSD,"54,13%",59,PS,"34,86%",38,CH,"5,50%",6,CDS-PP,"2,75%",3,IL,"0,92%",1,B.E.,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,PAN,"0,00%",0,PCP-PEV,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,83%",2,NULOS,"0,00%",0,,,,,,,,,,,,,,,
União das freguesias de Trouxemil e Torre de Vilela,PS,"54,13%","1,082",PPD/PSD,"21,86%",437,CH,"6,05%",121,B.E.,"4,10%",82,PCP-PEV,"3,80%",76,IL,"3,25%",65,PAN,"1,00%",20,L,"0,65%",13,VP,"0,60%",12,CDS-PP,"0,55%",11,PCTP/MRPP,"0,35%",7,A,"0,20%",4,MAS,"0,15%",3,R.I.R.,"0,15%",3,E,"0,10%",2,MPT,"0,05%",1,EMBRANCO,"1,90%",38,NULOS,"1,10%",22,,,,,,,,,,,,
Água de Pau,PS,"54,14%",379,PPD/PSD.CDS-PP.PPM,"23,29%",163,CH,"12,29%",86,IL,"3,43%",24,B.E.,"1,43%",10,PAN,"0,71%",5,PCP-PEV,"0,57%",4,ADN,"0,43%",3,L,"0,43%",3,MAS,"0,43%",3,MPT,"0,29%",2,PCTP/MRPP,"0,29%",2,R.I.R.,"0,14%",1,VP,"0,14%",1,E,"0,00%",0,EMBRANCO,"0,71%",5,NULOS,"1,29%",9,,,,,,,,,,,,,,,
Meirinhos,PS,"54,14%",85,PPD/PSD,"28,66%",45,CH,"8,28%",13,B.E.,"1,27%",2,CDS-PP,"1,27%",2,L,"1,27%",2,PAN,"1,27%",2,MAS,"0,64%",1,MPT,"0,64%",1,R.I.R.,"0,64%",1,E,"0,00%",0,IL,"0,00%",0,PCP-PEV,"0,00%",0,EMBRANCO,"1,27%",2,NULOS,"0,64%",1,,,,,,,,,,,,,,,,,,,,,
Vilarelhos,PS,"54,14%",98,PPD/PSD,"30,94%",56,CH,"7,73%",14,CDS-PP,"1,66%",3,PAN,"1,66%",3,IL,"1,10%",2,PCP-PEV,"1,10%",2,R.I.R.,"0,55%",1,B.E.,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"1,10%",2,,,,,,,,,,,,,,,,,,,,,
Abedim,PPD/PSD,"54,17%",52,PS,"33,33%",32,CH,"4,17%",4,B.E.,"2,08%",2,IL,"2,08%",2,CDS-PP,"1,04%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PCP-PEV,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"3,13%",3,NULOS,"0,00%",0,,,,,,,,,,,,,,,
Cristelo – Barcelos,PPD/PSD,"54,19%",517,PS,"27,04%",258,CH,"6,92%",66,CDS-PP,"2,73%",26,IL,"2,31%",22,B.E.,"1,89%",18,PCP-PEV,"1,05%",10,PAN,"0,52%",5,R.I.R.,"0,42%",4,L,"0,31%",3,E,"0,21%",2,PTP,"0,21%",2,VP,"0,21%",2,JPP,"0,10%",1,A,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,57%",15,NULOS,"0,31%",3,,,,,,,,,
Doze Ribeiras,PS,"54,20%",129,PPD/PSD.CDS-PP.PPM,"28,15%",67,CH,"6,72%",16,B.E.,"3,36%",8,L,"1,26%",3,PAN,"0,84%",2,PCP-PEV,"0,84%",2,ADN,"0,00%",0,E,"0,00%",0,IL,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PCTP/MRPP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,94%",7,NULOS,"1,68%",4,,,,,,,,,,,,,,,
Vilarinho,PS,"54,20%","1,096",PPD/PSD,"21,76%",440,PCP-PEV,"6,58%",133,B.E.,"5,69%",115,CH,"4,85%",98,IL,"3,02%",61,PAN,"1,29%",26,L,"0,64%",13,CDS-PP,"0,35%",7,R.I.R.,"0,20%",4,E,"0,10%",2,NC,"0,10%",2,ADN,"0,05%",1,MAS,"0,05%",1,PTP,"0,05%",1,VP,"0,05%",1,A,"0,00%",0,JPP,"0,00%",0,MPT,"0,00%",0,,,,,,,,,
Avelãs da Ribeira,PS,"54,21%",58,PPD/PSD,"19,63%",21,B.E.,"10,28%",11,CH,"9,35%",10,PCP-PEV,"1,87%",2,CDS-PP,"0,93%",1,IL,"0,93%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,87%",2,NULOS,"0,93%",1,,,,,,,,,,,,,,,
Pombalinho,PS,"54,21%",116,PPD/PSD,"16,82%",36,PCP-PEV,"13,55%",29,CH,"6,07%",13,B.E.,"4,67%",10,CDS-PP,"1,40%",3,IL,"1,40%",3,L,"0,47%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,93%",2,NULOS,"0,47%",1,,,,,,,,,,,,,,,
União das freguesias de Gesteira e Brunhós,PS,"54,21%",277,PPD/PSD,"23,48%",120,CH,"6,65%",34,B.E.,"3,91%",20,PCP-PEV,"2,15%",11,IL,"1,96%",10,L,"1,17%",6,PAN,"0,98%",5,CDS-PP,"0,59%",3,A,"0,39%",2,MPT,"0,39%",2,PCTP/MRPP,"0,20%",1,R.I.R.,"0,20%",1,VP,"0,20%",1,E,"0,00%",0,MAS,"0,00%",0,EMBRANCO,"2,15%",11,NULOS,"1,37%",7,,,,,,,,,,,,
Espinhal,PS,"54,25%",198,PPD/PSD,"33,15%",121,CH,"3,84%",14,IL,"1,92%",7,B.E.,"1,37%",5,PAN,"1,10%",4,CDS-PP,"0,82%",3,PCP-PEV,"0,82%",3,PCTP/MRPP,"0,27%",1,R.I.R.,"0,27%",1,A,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,82%",3,NULOS,"1,37%",5,,,,,,,,,,,,
Souselo,PS,"54,28%",634,PPD/PSD,"31,85%",372,CH,"3,94%",46,B.E.,"1,80%",21,CDS-PP,"1,28%",15,PCP-PEV,"1,28%",15,IL,"1,20%",14,R.I.R.,"1,20%",14,PAN,"0,86%",10,MPT,"0,26%",3,ADN,"0,17%",2,E,"0,17%",2,MAS,"0,09%",1,NC,"0,09%",1,L,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,60%",7,NULOS,"0,94%",11,,,,,,,,,
União das freguesias de Chorense e Monte,PPD/PSD,"54,28%",165,PS,"28,29%",86,CH,"10,20%",31,PCP-PEV,"1,64%",5,B.E.,"1,32%",4,CDS-PP,"1,32%",4,VP,"1,32%",4,PAN,"0,66%",2,MPT,"0,33%",1,A,"0,00%",0,E,"0,00%",0,IL,"0,00%",0,JPP,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,33%",1,NULOS,"0,33%",1,,,,,,,,,
"União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas",PS,"54,30%",164,PPD/PSD,"24,17%",73,CH,"10,26%",31,IL,"3,31%",10,PCP-PEV,"2,32%",7,B.E.,"0,66%",2,CDS-PP,"0,66%",2,R.I.R.,"0,66%",2,L,"0,33%",1,MAS,"0,33%",1,PAN,"0,33%",1,E,"0,00%",0,MPT,"0,00%",0,NC,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,66%",5,NULOS,"0,99%",3,,,,,,,,,,,,,,,
